Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Дейнека,Валерій,Герасимівна,Чоловік,1979.01.02,Золотар,селище Канів,"вулиця Кримський, буд. 31, Лиман , 03514",+380 12 583 93 63,onishchukleon@example.net
Бабак,Теодор,Борисович,Чоловік,1962.04.08,Детектив,хутір Могилів-Подільський,"шосе Ковалевського узвіз, буд. 908 кв. 5, Дружба , 13335",043 248 93 11,kybkalohordii@example.org
Гоголь,Едита,Климентівна,Жінка,1981.08.02,Педагог,місто Іловайськ,"шосе Юннатів 2-й, буд. 85 кв. 0, Христинівка, 83581",698-03-19,varvara95@example.net
Ященко,Володимира,Сергійович,Жінка,1996.03.23,Електромонтажник,село Прип'ять ,"вулиця Мукачівський, буд. 2, Бориспіль, 02795",+380 67 354-44-84,dvasylechko@example.net
Бакуменко,Роксолана,Гордіївна,Жінка,1987.03.05,Мінералог,село Березівка,"сквер Басейний 1-й, буд. 1, Синельникове, 82253",+380 68 407 86 19,demian71@example.org
Дрозд,Юстина,Аркадіївна,Жінка,1981.05.04,Епідеміолог,селище П'ятихатки,"провулок Березова, буд. 6, Тальне, 91159",088 937-56-55,kyrylo50@example.org
Рябовіл,Альберт,Захарівна,Чоловік,1986.05.28,Бібліотекар,село П'ятихатки,"набережна Нескучна, буд. 9, Городня, 66456",+380 48 186-04-92,adambabiak@example.net
Худяк,Богодар,Ярославівна,Чоловік,2004.07.07,Лікар,хутір Алчевськ,"шосе Кругова, буд. 31, Зугрес, 83636",454 37 34,iefrem96@example.com
Атаманчук,Григорій,Горгоніївна,Чоловік,1993.02.25,Ґрунтознавець,село Новоград-Волинський,"парк Локомотивний 2-й, буд. 633 кв. 2, Бахмач, 22711",063 802 54 16,illiaiurchuk@example.com
Ірванець,Азар,Зосимівна,Чоловік,1988.04.30,Державний службовець,хутір Перевальськ,"узвіз Льва Толстого, буд. 2 кв. 3, Івано-Франківськ, 31898",067 218 41 14,andrusenkovalentyna@example.org
Кабаненко,Геннадій,Вадимівна,Чоловік,2006.04.17,Кінорежисер,селище Немирів,"узвіз Нахімова, буд. 728 кв. 9, Скалат, 71893",+380 81 497-25-25,tarannadiia@example.com
Оберемко,Єфрем,Даніїлівна,Чоловік,2000.04.12,М'ясник,село Середина-Буда,"шосе Маразліївська, буд. 36 кв. 45, Сокаль, 88257",+380 (14) 544-04-41,fkharchenko@example.net
Даниленко,Ірина,Натанович,Жінка,1976.08.13,Електротехнік,місто Ходорів,"вулиця Хаджибейський 3-й, буд. 7, Благовіщенське, 01438",+380 22 891 42 51,isaienkovolodymyra@example.org
Андріїшин,Єлисавета,Давидович,Жінка,1996.12.10,Гірничий інженер,село Броди,"узвіз Чорноморський 1-й, буд. 853 кв. 16, Боково-Хрустальне, 04854",+380 (92) 347-21-91,tymchukmakar@example.com
Оберемко,Тетяна,Юстиніанівна,Жінка,1980.04.04,Історик,село Сіверськ,"парк Артезіанська, буд. 43 кв. 4, Перевальськ, 79676",+380 21 767 17 70,mykhailo74@example.com
Їжак,Ліза,Юліанівна,Жінка,2006.01.26,Підприємець,місто Пустомити,"проспект Дунаєвського 2-й, буд. 620, Голубівка, 85221",044 711-21-81,olesusyk@example.net
Симоненко,Вʼячеслав,Никифорівна,Чоловік,1957.04.16,Фермер,місто Бахмут,"узвіз Наявний 2-й, буд. 742 кв. 914, Ужгород, 14280",636-67-88,ehabelko@example.com
Рудик,Варфоломій,Русланович,Чоловік,1987.08.02,Економіст,хутір Малин,"вулиця Привозна, буд. 673 кв. 27, Антрацит , 79417",+380 78 028-40-52,viacheslavaleksiuk@example.com
Артеменко,Азар,Григоріївна,Чоловік,1967.03.26,Режисер,хутір Любомль,"узвіз Кипарисний 3-й, буд. 55, Тернівка , 94325",+380 51 514-55-22,baklanlarysa@example.org
Салій,Святослав,Гордіївна,Чоловік,1963.05.31,Секретар,селище Вашківці,"проспект Леонтовича, буд. 278 кв. 92, Суходільськ, 69772",486-67-00,dpalii@example.com
Андрейко,Миколай,Іларіонівна,Чоловік,1956.01.09,Мінералог,хутір Калуш,"вулиця 411-ї батареї, буд. 877, Лутугине, 14260",086 226 97 10,shcherbakroksolana@example.com
Затула,Георгій,Всеславівна,Чоловік,1965.06.23,Астронавт,хутір Зміїв,"сквер Пересипська 9-та, буд. 5, Старокостянтинів, 44064",+380 32 852 32 71,lahodavarvara@example.com
Самойленко,Надія,Іоаннівна,Жінка,2003.01.12,Бібліограф,село Лиман ,"проспект Заводська 2-га, буд. 811, Дергачі, 78249",636 45 29,ivashchenkonataliia@example.com
Рак,Вікторія,Олесьович,Жінка,1952.03.31,Прокурор,селище Брянка,"вулиця Тракторна, буд. 193, Шепетівка, 90911",802 85 46,antonbabiak@example.org
Байда,Орися,Григоріївна,Жінка,1953.12.22,Програміст,село Фастів,"проспект Сортувальна 2-га, буд. 785, Тетіїв, 46084",+380 70 290-78-54,opylypenko@example.net
Байда,Ірена,Всеславівна,Жінка,1984.02.20,Фотограф,місто Новоград-Волинський,"вулиця Балтський 3-й, буд. 359, Армянськ, 02112",003 027-79-47,vyshyvanyivalentyna@example.org
Василашко,Яків,Вадимівна,Чоловік,1996.01.28,Пекар,село Первомайськ,"парк Толбухіна, буд. 439 кв. 93, Носівка, 94354",045 12 12,haidaivadym@example.net
Жук,Святослав,Васильович,Чоловік,1988.05.13,Мистецтвознавець,село Ізюм,"шосе Зелена, буд. 0 кв. 34, Золоте, 24367",+380 67 050-12-18,marianahavryliv@example.com
Забіла,Ростислав,Андриянівна,Чоловік,1983.01.08,Інженер,село Довжанськ,"провулок Світла, буд. 5, Довжанськ, 51416",+380 (87) 854-28-03,solomoncherinko@example.com
Усик,Євген,Мар’янович,Чоловік,1998.04.28,Петрограф,місто Долина ,"узвіз Шкільний аеродром, буд. 1 кв. 789, Умань, 66820",+380 36 925-11-17,nadiia97@example.net
Савенко,Леон,Гаврилівна,Чоловік,2003.04.05,Державний службовець,хутір Лисичанськ,"сквер 11-ша Лінія 6-й ст. Люстдорфської дороги, буд. 67 кв. 88, Молочанськ, 94250",007 509 56 31,khomaromanets@example.com
Охримович,Ростислав,Євгенович,Чоловік,2004.08.31,Піаніст,хутір Куп'янськ,"вулиця Вознесенський, буд. 70 кв. 5, Дубляни, 62958",+380 66 292-67-25,babychenkoonysym@example.com
Ґоляш,Еріка,Альбертівна,Жінка,1970.11.21,Паралегал,селище Первомайський ,"шосе Щіпний, буд. 88 кв. 090, Ковель, 60702",+380 (69) 596-19-40,lukashokhrim@example.org
Дурдинець,Роксолана,Зосимівна,Жінка,2005.03.14,Гицель,селище Вилкове,"проспект Паркова, буд. 83, Сарни, 57196",+380 89 573-84-96,rvlasiuk@example.org
Доценко,Алла,Анісіївна,Жінка,1989.06.28,Стоматолог,селище Глиняни,"узвіз Львівська, буд. 1 кв. 20, Канів, 63789",+380 48 736 17 14,mtsymbaliuk@example.org
Фоменко,Едита,Левівна,Жінка,1985.02.26,Парфюмер,місто Рудки,"набережна Селищний, буд. 51, Жашків, 25944",541-02-98,pylyp13@example.net
Цимбал,Макар,Мар’янович,Чоловік,1958.07.08,Візажист,село Красноград,"площа Польовий 1-й, буд. 1 кв. 4, Кагарлик, 79214",+380 (16) 125-33-24,vadym37@example.com
Перебийніс,Олесь,Андронікович,Чоловік,1968.09.07,Мінералог,село Ходорів,"сквер Дмитрія Донського, буд. 8, Узин, 12162",+380 68 899-65-57,danyliuknestor@example.org
Цісик,Пантелеймон,Ізмаїлівна,Чоловік,1969.07.11,Архітектор,місто Рахів,"площа Українська, буд. 540, Новгород-Сіверський, 51324",091 678-87-79,zzhalilo@example.org
Абрагамовський,Степан,Захарович,Чоловік,1978.08.09,Електрослюсар,селище Родинське,"провулок Глазунова 2-й, буд. 828, Долина , 95366",180 30 55,rostyslavtsisyk@example.net
Конопля,Віталій,Горгоніївна,Чоловік,1954.09.26,Петрограф,селище Бахмач,"провулок Геранієва, буд. 238, Новий Буг, 43665",+380 03 526 73 91,arsen80@example.com
